bucket_left_ts,close,ema_21,adx_14,rvol_tod_20
2025-01-04 13:00:00+00:00,97939.18,97830.6879806,22.9730879013,0.0757765284218
2025-01-04 14:00:00+00:00,98039.4395,97849.6653915,22.5718851105,0.181872679032
2025-01-04 15:00:00+00:00,97672.8,97833.5867195,21.0197724873,0.0940993893527
2025-01-04 16:00:00+00:00,97697.8955,97821.2511541,19.5785250515,0.0133906646788
2025-01-04 17:00:00+00:00,98051.1505,97842.1510946,18.9479139181,0.0685668793283
2025-01-04 18:00:00+00:00,97961.3125,97852.9839497,18.8481468846,1.66009725254
2025-01-04 19:00:00+00:00,98153.833,97880.3338633,19.160172675,0.0028468693921
2025-01-04 20:00:00+00:00,98612.4465,97946.8895576,20.19022308,11.2694817562
2025-01-04 21:00:00+00:00,98342.994,97982.8990523,21.3712211131,0.916442647705
2025-01-04 22:00:00+00:00,98466.015,98026.818684,22.0507478583,0
2025-01-04 23:00:00+00:00,98235.2405,98045.7661218,22.2608092039,0.196096511584
2025-01-05 00:00:00+00:00,98214.1995,98061.0782471,22.5672515626,0.385773675832
2025-01-05 01:00:00+00:00,98120.056,98066.439861,22.3999948937,0.0460828171634
2025-01-05 02:00:00+00:00,98226.004,98080.9456918,22.2446851296,0.00420691985182
2025-01-05 03:00:00+00:00,98173.95,98089.4006289,21.9369369927,0.141466933993
2025-01-05 04:00:00+00:00,98336.5,98111.8642081,22.4848317911,0
2025-01-05 05:00:00+00:00,98369.4535,98135.2814164,22.9935912467,0.00450369649672
2025-01-05 06:00:00+00:00,98505.4585,98168.9338786,23.6650974287,0.00915845016451
2025-01-05 07:00:00+00:00,98297.98,98180.6653442,24.0974513829,2.36654508375
2025-01-05 08:00:00+00:00,97842.087,98149.8854947,22.5231178532,0.375820736907
2025-01-05 09:00:00+00:00,97679.85,98107.1549952,21.6470978687,0.074389901227
2025-01-05 10:00:00+00:00,97676.5965,98068.0133138,21.0963355599,6.81689934187
2025-01-05 11:00:00+00:00,97649.13,98029.9330125,20.390648718,0.00381494579585
2025-01-05 12:00:00+00:00,97773.4,98006.6118296,19.1861607472,0.032071918892
2025-01-05 13:00:00+00:00,97735.455,97981.9612087,17.8695712825,0.000639676548756
2025-01-05 14:00:00+00:00,97833.845,97968.4960988,18.0952857679,7.57248126527
2025-01-05 15:00:00+00:00,98006.245,97971.9278171,17.1695438281,0.176787121252
2025-01-05 16:00:00+00:00,98026.648,97976.9023792,16.0276293841,0.133950541925
2025-01-05 17:00:00+00:00,97698.7,97951.6112538,15.8721706227,0
2025-01-05 18:00:00+00:00,97918.57,97948.6075035,16.0743831667,0.955666385195
2025-01-05 19:00:00+00:00,98040.59,97956.9695486,15.6535449791,3.84161543005
2025-01-05 20:00:00+00:00,98270.44,97985.4668624,15.4561081115,35.795284333
2025-01-05 21:00:00+00:00,98457.232,98028.3546022,15.2727738773,1.0924756412
2025-01-05 22:00:00+00:00,98687.65,98088.2905474,15.7530840426,0.00663118868726
2025-01-05 23:00:00+00:00,98313.25,98108.7414067,16.0717929326,0.0512949591501
2025-01-06 00:00:00+00:00,98224.596,98119.2736425,15.6178464256,1.73748578133
2025-01-06 01:00:00+00:00,98739.81,98175.6860386,15.4794300791,0.125649553974
2025-01-06 02:00:00+00:00,98776.6415,98230.3183533,16.3771018936,0.0893252608511
2025-01-06 03:00:00+00:00,99018.1815,98301.9422757,17.2106542927,0.106219252466
2025-01-06 04:00:00+00:00,99414.95,98403.1247961,18.4528412276,0.312245748655
2025-01-06 05:00:00+00:00,99544.75,98506.9089056,20.345927587,9.40943499171
2025-01-06 06:00:00+00:00,99490.4,98596.3171869,22.1037934922,0.1173294504
2025-01-06 07:00:00+00:00,99284.85,98658.911079,22.7698801829,0.0180823519082
2025-01-06 08:00:00+00:00,99055,98694.9191627,22.8617196085,0.20629633296
2025-01-06 09:00:00+00:00,99001.6585,98722.804557,22.5525347257,0.0360098970033
2025-01-06 10:00:00+00:00,98737.736,98724.1619609,21.4556548399,0.149741431181
2025-01-06 11:00:00+00:00,99227.08,98769.8817826,21.2604593295,0.00767175172559
2025-01-06 12:00:00+00:00,99168.22,98806.0943479,21.8383636896,0.0391182125821
2025-01-06 13:00:00+00:00,99439.71,98863.6957708,21.4575803666,1.88917260729
2025-01-06 14:00:00+00:00,100752.42,99035.3979734,23.4580234274,0.605655921485
2025-01-06 15:00:00+00:00,102123.204,99316.1076122,26.1542479734,7.08779044843
2025-01-06 16:00:00+00:00,102193.985,99577.7328293,28.6946660239,0.846617994795
2025-01-06 17:00:00+00:00,101892.495,99788.1657539,29.9412870447,2.53357621334
2025-01-06 18:00:00+00:00,101801.6,99971.2052308,31.0988637068,0.338572418492
2025-01-06 19:00:00+00:00,101875.305,100144.30521,32.1737563217,0.338677188629
2025-01-06 20:00:00+00:00,102178.9,100329.268373,33.4511686054,2.23136410999
2025-01-06 21:00:00+00:00,101644.872,100448.868702,33.8750124722,1.00095891247
2025-01-06 22:00:00+00:00,102116.69,100600.48882,34.268581777,0.0141604432758
2025-01-06 23:00:00+00:00,102291.55,100754.221655,34.8269886586,0.091223126179
2025-01-07 00:00:00+00:00,102072.618,100874.075868,35.7429469682,0.279426485615
2025-01-07 01:00:00+00:00,101977.763,100974.411062,35.8928475585,0.0244814653308
2025-01-07 02:00:00+00:00,101729.161,101043.024693,35.9831752944,0.00529247428348
2025-01-07 03:00:00+00:00,101754.0095,101107.659675,35.5838946911,0.00317292354476
2025-01-07 04:00:00+00:00,101737.025,101164.874705,35.3920283399,0.00624146697357
2025-01-07 05:00:00+00:00,101754.3405,101218.462504,34.9657131253,0.26881455643
2025-01-07 06:00:00+00:00,101831.896,101274.229186,34.6479531282,0.243049453168
2025-01-07 07:00:00+00:00,101685.595,101311.626078,34.5507373486,0.505918004473
2025-01-07 08:00:00+00:00,101933.2905,101368.141025,34.3527488212,0.471219021144
2025-01-07 09:00:00+00:00,101754.868,101403.298023,34.1652212968,0
2025-01-07 10:00:00+00:00,101431.6,101405.87093,33.0161068835,0.0566639140321
2025-01-07 11:00:00+00:00,100867.0085,101356.883436,31.4669786263,0.385973946807
2025-01-07 12:00:00+00:00,100731.5435,101300.034351,30.0285023874,0.765322361037
2025-01-07 13:00:00+00:00,100644.9,101240.476683,28.5872005684,0.121168426461
2025-01-07 14:00:00+00:00,100009.485,101128.568348,28.7585540954,12.6872513882
2025-01-07 15:00:00+00:00,97890.0935,100834.161544,31.0611285771,9.15545321839
2025-01-07 16:00:00+00:00,97714.0025,100550.510722,33.1992334528,1.19107553137
2025-01-07 17:00:00+00:00,97277.7415,100252.986247,35.6133650017,3.68979796269
2025-01-07 18:00:00+00:00,96686.122,99928.7258608,37.8550585828,2.43499049094
2025-01-07 19:00:00+00:00,96399.285,99607.8676008,40.0480047716,0.254947141896
2025-01-07 20:00:00+00:00,96517.138,99326.8921825,42.171589073,2.05037581115
2025-01-07 21:00:00+00:00,96521.973,99071.8995295,43.5520827055,0.547300997959
2025-01-07 22:00:00+00:00,97122.4925,98894.6807087,44.3972123492,0.184299715526
2025-01-07 23:00:00+00:00,96945.375,98717.4710988,45.1819755898,0
2025-01-08 00:00:00+00:00,97232.509,98582.4745444,45.9764793353,0.2582823219
2025-01-08 01:00:00+00:00,96852.175,98425.1745858,46.7891850487,0.0424037279106
2025-01-08 02:00:00+00:00,96885.38,98285.1932598,47.543840354,0.0686359337488
2025-01-08 03:00:00+00:00,96531.655,98125.7806907,48.6313978755,0.0376660681481
2025-01-08 04:00:00+00:00,96291.7865,97959.0539461,49.7049270057,0
2025-01-08 05:00:00+00:00,96480.02,97824.5963147,50.4652796512,0.0224006679322
2025-01-08 06:00:00+00:00,95302.6139007,97595.3251861,51.7130460416,0.127686702467
2025-01-08 07:00:00+00:00,95639.789,97417.5491692,52.8902999975,0.494902550013
2025-01-08 08:00:00+00:00,95925.9155,97281.9461084,53.116839453,0.594325506394
2025-01-08 09:00:00+00:00,95449.65,97115.3737349,53.3848786165,0.30207856797
2025-01-08 10:00:00+00:00,95973.824,97011.5964862,53.6384759689,0.122798360997
2025-01-08 11:00:00+00:00,95124.9545,96840.0835784,54.5237780652,1.85199528873
2025-01-08 12:00:00+00:00,94851.447,96659.2984349,55.3458442974,2.77117000612
2025-01-08 13:00:00+00:00,95385.135,96543.4653954,55.2272509043,0.13186034486
2025-01-08 14:00:00+00:00,95307.493,96431.1042685,54.5528606825,0.27977418759
2025-01-08 15:00:00+00:00,95455.041,96342.3712441,54.2109747831,1.55090244875
2025-01-08 16:00:00+00:00,94777.0395,96200.0683583,53.9077834159,17.4311453624
2025-01-08 17:00:00+00:00,94017.238,96001.6292348,54.9811825822,7.95653605246
2025-01-08 18:00:00+00:00,94258.882,95843.197668,55.4721513435,0.254886691005
2025-01-08 19:00:00+00:00,94216.4,95695.3069709,55.9280509075,0.0510549214686
2025-01-08 20:00:00+00:00,93976.6035,95539.0612008,56.5199205279,0.546170885031
2025-01-08 21:00:00+00:00,94501.44,95444.7320008,56.6106002413,0.0559755305809
2025-01-08 22:00:00+00:00,95283.1415,95430.0419552,55.0973683503,0.784192619128
2025-01-08 23:00:00+00:00,95063.995,95396.7649593,53.6922244515,0.0115178591552
